cp,year,lailo_cac_hoat_dong_khac,luu_chuyen_tien_thuan_tu_hdkd_truoc_thay_doi_vld,luu_chuyen_tien_thuan_tu_hdkd_truoc_thue,chi_tu_cac_quy_cua_tctd,mua_sam_tscd,tien_thu_co_tuc_va_loi_nhuan_duoc_chia,luu_chuyen_tu_hoat_dong_dau_tu,tang_von_co_phan_tu_gop_von_vahoac_phat_hanh_co_phieu,luu_chuyen_tien_tu_hoat_dong_tai_chinh,luu_chuyen_tien_thuan_trong_ky,tien_va_tuong_duong_tien,anh_huong_cua_chenh_lech_ty_gia,tien_va_tuong_duong_tien_cuoi_ky,luu_chuyen_tien_te_rong_tu_cac_hoat_dong_sxkd,tien_thu_duoc_tu_thanh_ly_tai_san_co_dinh,dau_tu_vao_cac_doanh_nghiep_khac,tien_thu_tu_viec_ban_cac_khoan_dau_tu_vao_doanh_nghiep_khac,co_tuc_da_tra,symbol,lailo_rong_truoc_thue,khau_hao_tscd,du_phong_rr_tin_dung,lailo_chenh_lech_ty_gia_chua_thuc_hien,lailo_tu_hoat_dong_dau_tu,thu_nhap_lai,tanggiam_cac_khoan_phai_thu,tanggiam_hang_ton_kho,tanggiam_cac_khoan_phai_tra,tanggiam_chi_phi_tra_truoc,chi_phi_lai_vay_da_tra,tien_thu_nhap_doanh_nghiep_da_tra,tien_chi_khac_tu_cac_hoat_dong_kinh_doanh,tien_chi_cho_vay_mua_cong_cu_no_cua_don_vi_khac_dong,tien_thu_hoi_cho_vay_ban_lai_cac_cong_cu_no_cua_don_vi_khac_dong,chi_tra_cho_viec_mua_lai_tra_co_phieu,tien_thu_duoc_cac_khoan_di_vay,tien_tra_cac_khoan_di_vay,tien_thu_khac_tu_cac_hoat_dong_kinh_doanh,tien_thanh_toan_von_goc_di_thue_tai_chinh,co_tuc_da_nhan,lailo_tu_thanh_ly_tai_san_co_dinh,thu_lai_va_co_tuc,tanggiam_cac_khoan_phai_thu_2,tanggiam_cac_khoan_phai_tra_2
SSI,2022,0.0,-7787544022602.0,0.0,0.0,-180336153966,259926465721,4088893254310,7627988625000,3363272082377,303572231230,1114235031501,-1476043941.0,1417807262731,-7148593105457,38972728,-2900000000000.0,6909263969827,-991140071500,SSI,2109703391777.0,88676230141.0,-1167906276.0,62570946510.0,-245547898154.0,1030649945603.0,251819082850.0,0.0,293604863381.0,-49237136032.0,-1061026665523.0,-647985350710.0,-115357167012.0,0.0,0.0,-1367229400.0,339286560127152.0,-342558769368875.0,2510300849506.0,0.0,0.0,0.0,-2642816759174.0,-346989269424.0,-3711583036900.0
SSI,2021,0.0,-11811332727042.0,0.0,0.0,-165135023133,566748774618,2840526418847,1202336556685,8329773000720,750983130018,363251901483,-368556503.0,1114235031501,-10419316289549,512636363,-5136242200000.0,7574642230999,-647156463350,SSI,3365038841169.0,64114904375.0,-43244042982.0,32352977726.0,-838164923344.0,1029858485847.0,-216958447918.0,0.0,15284198117.0,-26030441483.0,-1023521441874.0,-484434955032.0,-83525364956.0,0.0,0.0,-1149759050.0,254647760778016.0,-246872018111581.0,2107078521424.0,0.0,0.0,0.0,-2029028569735.0,-1040201148837.0,3849869244556.0
SSI,2020,0.0,-12523017570098.0,0.0,0.0,-59039058233,706398742493,4278162737377,100000000000,7317901677213,-677530708871,1040782610354,-264724688.0,363251901483,-12273595123461,1551381817,-6500000000000.0,10129251671300,-598997932000,SSI,1557553285063.0,52843245737.0,621466516.0,-44551479388.0,-764452541360.0,829431323088.0,0.0,0.0,-21855684883.0,5532176405.0,-786712994161.0,-241876959980.0,-36406850916.0,0.0,0.0,-15535484501.0,128576092718449.0,-120743657624735.0,875074126310.0,0.0,0.0,0.0,-924978788358.0,-189797939746.0,440444778883.0
STB,2024,-215173000000.0,12052795000000.0,39229321000000.0,-864072000000.0,-1015860000000,4641000000,-1007900000000,0,-1459275000000,35898074000000,70507716000000,87265000000.0,106493055000000,38365249000000,2947000000,0.0,372000000,-2000000,STB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2023,243927000000.0,18054212000000.0,26761422000000.0,-10068000000.0,-1287591000000,22837000000,-1254833000000,0,-37103000000,25459418000000,45104295000000,-55997000000.0,70507716000000,26751354000000,9921000000,0.0,0,-25000000,STB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2022,295376000000.0,19280234000000.0,15553904000000.0,-13412000000.0,-1142501000000,12466000000,1711806000000,0,-11773000000,17240525000000,28070625000000,-206855000000.0,45104295000000,15540492000000,2841841000000,0.0,0,-173000000,STB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2021,-92513000000.0,14170428000000.0,-11851116000000.0,-28267000000.0,-606832000000,2129000000,-82941000000,0,4770149000000,-7192175000000,35374920000000,-112120000000.0,28070625000000,-11879383000000,345743000000,0.0,176019000000,-89000000,STB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2020,1027851000000.0,11396432000000.0,3003511000000.0,-16805000000.0,-981278000000,6942000000,-657395000000,0,-371000000,2328940000000,33096040000000,-50060000000.0,35374920000000,2986706000000,309001000000,0.0,7940000000,-371000000,STB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2024,-2359679000000.0,31037437000000.0,42379134000000.0,-2579000000.0,-1618886000000,64561000000,-382599000000,200495000000,-5009760000000,36984196000000,110500219000000,0.0,147484415000000,42376555000000,1741528000000,-56278000000.0,0,-5210255000000,TCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2023,1384616000000.0,24938816000000.0,12058300000000.0,-5013000000.0,-1232358000000,34756000000,-2912466000000,52664000000,53518000000,9194339000000,101305880000000,0.0,110500219000000,12053287000000,22156000000,-3033432000000.0,0,854000000,TCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2022,605946000000.0,29013569000000.0,55473357000000.0,-4856000000.0,-1110111000000,8776000000,-1057275000000,65072000000,-709576000000,53701650000000,47604230000000,0.0,101305880000000,55468501000000,44111000000,0.0,0,-74648000000,TCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2021,816228000000.0,23061616000000.0,12838970000000.0,-10749000000.0,-939995000000,4043000000,-879943000000,60053000000,60053000000,12008331000000,35595899000000,0.0,47604230000000,12828221000000,57506000000,-1497000000.0,0,0,TCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2020,1190483000000.0,17631283000000.0,-10087852000000.0,-615000000.0,-665860000000,4191000000,-655391000000,47602000000,-174546000000,-10918404000000,46514303000000,0.0,35595899000000,-10088467000000,6837000000,0.0,0,-65086000000,TCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2024,-315822000000.0,10064340000000.0,40343273000000.0,0.0,-377749000000,0,-399918000000,0,763682000000,40707037000000,45441602000000,0.0,86148639000000,40343273000000,251000000,-22420000000.0,0,-1100818000000,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2023,-409461000000.0,8374931000000.0,-7879375000000.0,0.0,-485789000000,0,-485305000000,0,1504711000000,-6859969000000,52301571000000,0.0,45441602000000,-7879375000000,484000000,0.0,0,-3954389000000,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2022,79515000000.0,9499232000000.0,-1705894000000.0,0.0,-426031000000,0,-425443000000,0,-2028300000000,-4159637000000,56461208000000,0.0,52301571000000,-1705894000000,629000000,0.0,0,0,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2021,-2345000000.0,7937130000000.0,34229257000000.0,0.0,-629215000000,0,-629049000000,3283500000000,2852193000000,36452401000000,20008807000000,0.0,56461208000000,34229257000000,166000000,0.0,0,0,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2020,555774000000.0,5826546000000.0,-13230841000000.0,0.0,-410688000000,0,-410687000000,390694000000,4451534000000,-9189994000000,29198801000000,0.0,20008807000000,-13230841000000,1000000,0.0,0,0,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2024,-1390558000000.0,30183878000000.0,61999557000000.0,-2876726000000.0,-1480121000000,160709000000,-1307413000000,0,-19963000000,57795455000000,372818730000000,0.0,430614185000000,59122831000000,12504000000,0.0,747000000,-19963000000,VCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2023,179388000000.0,43370999000000.0,-35738696000000.0,-2802834000000.0,-1008160000000,146088000000,-859407000000,0,-15627000000,-39416564000000,412235294000000,0.0,372818730000000,-38541530000000,9435000000,0.0,0,-15627000000,VCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2022,-351728000000.0,43769595000000.0,185960143000000.0,-2538654000000.0,-711567000000,106555000000,-392168000000,0,-3348022000000,179681299000000,232553995000000,0.0,412235294000000,183421489000000,15753000000,0.0,201899000000,-3348022000000,VCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2021,-526224000000.0,32489056000000.0,-53766010000000.0,-2786463000000.0,-1621433000000,93953000000,-1589936000000,0,-1886298000000,-60028707000000,292582702000000,0.0,232553995000000,-56552473000000,8456000000,-83502000000.0,13791000000,-1886298000000,VCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2020,-628988000000.0,29528536000000.0,27469577000000.0,-1866142000000.0,-3001902000000,83959000000,-2305153000000,0,-2986115000000,20312167000000,272270535000000,0.0,292582702000000,25603435000000,10569000000,0.0,605274000000,-2986115000000,VCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHM,2024,0.0,26115116000000.0,0.0,0.0,-10645071000000,15613124000000,25384515000000,22000000000,11691977000000,14676942000000,14103181000000,0.0,28780123000000,-22399550000000,2469768000000,-38422610000000.0,65870603000000,-605236000000,VHM,40847949000000.0,1800478000000.0,205980000000.0,245798000000.0,-24574340000000.0,7589251000000.0,-95391366000000.0,7568800000000.0,59350686000000.0,-674134000000.0,-6976847000000.0,-10891805000000.0,0.0,-17790617000000.0,8289318000000.0,-10485188000000.0,80497407000000.0,-57737006000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHM,2023,0.0,31103340000000.0,0.0,0.0,-9987878000000,8676566000000,-18631955000000,5700000000,20401462000000,3286398000000,10816783000000,0.0,14103181000000,1516891000000,2774668000000,-46176139000000.0,25936626000000,0,VHM,43310285000000.0,1436293000000.0,153498000000.0,156755000000.0,-17006296000000.0,3052805000000.0,-48765045000000.0,-977614000000.0,24225002000000.0,3567140000000.0,-4176671000000.0,-5812208000000.0,0.0,-33625022000000.0,33769224000000.0,0.0,53107991000000.0,-32712229000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHM,2022,0.0,29335520000000.0,0.0,0.0,-18299050000000,5339217000000,-26828821000000,0,1499654000000,6191023000000,4625760000000,0.0,10816783000000,31520190000000,48256000000,-54766770000000.0,38362523000000,-9383745000000,VHM,38642699000000.0,1216548000000.0,1114361000000.0,-3474000000.0,-13710128000000.0,2075514000000.0,-49977318000000.0,-30770024000000.0,94860621000000.0,-3998609000000.0,-3768556000000.0,-4135049000000.0,0.0,-7989295000000.0,10476298000000.0,0.0,24760212000000.0,-13876813000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHM,2021,0.0,44370879000000.0,0.0,0.0,-17897772000000,3822950000000,-21996264000000,6514952000000,-4165146000000,-9087891000000,13713651000000,0.0,4625760000000,17073519000000,46313000000,-11582408000000.0,7582472000000,-5198724000000,VHM,48182977000000.0,1087692000000.0,519326000000.0,-5785000000.0,-7761492000000.0,2348161000000.0,-7504351000000.0,15113996000000.0,-21599280000000.0,796778000000.0,-2386255000000.0,-9751018000000.0,0.0,-16805425000000.0,12837606000000.0,0.0,13819877000000.0,-19301251000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHM,2020,0.0,20786589000000.0,0.0,0.0,-3499515000000,1234721000000,-22419597000000,62000000000,-2081100000000,381352000000,13332299000000,0.0,13713651000000,24882049000000,430202000000,-53487656000000.0,21317425000000,-217694000000,VHM,36516837000000.0,541936000000.0,938172000000.0,681000000.0,-20212609000000.0,3001572000000.0,5598479000000.0,13823705000000.0,-7057322000000.0,410876000000.0,-2423545000000.0,-6256733000000.0,0.0,-4826147000000.0,16411373000000.0,-848308000000.0,19662865000000.0,-20739963000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2024,53057000000.0,11658937000000.0,-1492493000000.0,0.0,-225579000000,3746000000,-221643000000,0,-3170875000000,-4885011000000,66280997000000,0.0,61395986000000,-1492493000000,190000000,0.0,0,-3171009000000,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2023,96477000000.0,12798280000000.0,29818230000000.0,0.0,-223136000000,3345000000,-217403000000,0,-3161417000000,26439410000000,39841587000000,0.0,66280997000000,29818230000000,2388000000,0.0,0,-3161510000000,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2022,-23991000000.0,11469045000000.0,1917733000000.0,0.0,-240718000000,2895000000,-235781000000,0,60000000,1682012000000,38159575000000,0.0,39841587000000,1917733000000,2042000000,0.0,0,0,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2021,5632000000.0,7739151000000.0,9634418000000.0,0.0,-326118000000,1766000000,-321462000000,0,130000000,9313086000000,28846489000000,0.0,38159575000000,9634418000000,0,0.0,2890000000,0,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2020,68566000000.0,6099743000000.0,5903714000000.0,0.0,-132196000000,1941000000,-130197000000,0,0,5773517000000,23072972000000,0.0,28846489000000,5903714000000,58000000,0.0,0,0,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIC,2024,0.0,32282622000000.0,0.0,0.0,-48567437000000,1778910000000,-16843087000000,15659006000000,10934354000000,14937764000000,27982623000000,-338021000000.0,42582366000000,20846497000000,3258753000000,-37678330000000.0,79148667000000,-666188000000,VIC,16738706000000.0,22627124000000.0,10427372000000.0,2567767000000.0,-43058391000000.0,22980044000000.0,-95017737000000.0,-23011001000000.0,145453938000000.0,-2666968000000.0,-23899300000000.0,-11845057000000.0,0.0,-30459458000000.0,15675808000000.0,-10485188000000.0,157705768000000.0,-151150244000000.0,0.0,-128800000000.0,0.0,0.0,0.0,0.0,0.0
VIC,2023,0.0,40291296000000.0,0.0,0.0,-54548151000000,1836680000000,-26985408000000,10752548000000,48718276000000,1721200000000,26213302000000,48121000000.0,27982623000000,-20011668000000,5774148000000,-26339194000000.0,47294434000000,-60950000000,VIC,13769352000000.0,17605842000000.0,6442431000000.0,2523845000000.0,-17296045000000.0,17245871000000.0,-50508784000000.0,-9345650000000.0,17867029000000.0,650334000000.0,-14438520000000.0,-6880320000000.0,0.0,-13925224000000.0,12921899000000.0,0.0,115658072000000.0,-77620096000000.0,0.0,-11298000000.0,0.0,0.0,0.0,0.0,0.0
VIC,2022,0.0,14764165000000.0,0.0,0.0,-75160452000000,5812574000000,-20958571000000,4723482000000,24114571000000,7959840000000,18352236000000,-98774000000.0,26213302000000,4803840000000,3323256000000,-11636655000000.0,50942091000000,-3382021000000,VIC,12755518000000.0,21284073000000.0,3325467000000.0,1847813000000.0,-35207028000000.0,10758322000000.0,-56073019000000.0,-47051573000000.0,107552634000000.0,-2538613000000.0,-9901728000000.0,-4504574000000.0,0.0,-5398167000000.0,11158782000000.0,0.0,70060373000000.0,-47287263000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIC,2021,0.0,30658828000000.0,0.0,0.0,-36840586000000,1665964000000,-22383790000000,20461915000000,25672025000000,-10917669000000,29403688000000,-133783000000.0,18352236000000,-14205904000000,79459000000,-4738560000000.0,16765078000000,-1718207000000,VIC,3146451000000.0,14919628000000.0,10100081000000.0,-508816000000.0,-7287409000000.0,10288893000000.0,-16715014000000.0,12889865000000.0,-24749053000000.0,2669686000000.0,-9217300000000.0,-10731071000000.0,0.0,-12270575000000.0,12955430000000.0,-4250000000.0,70266832000000.0,-63334265000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIC,2020,0.0,21608238000000.0,0.0,0.0,-27543989000000,1123131000000,-16213842000000,8974955000000,11216324000000,10957408000000,18446968000000,-688000000.0,29403688000000,15954926000000,1249983000000,-21962349000000.0,25139678000000,-7188000000,VIC,13942555000000.0,10063535000000.0,6833379000000.0,230354000000.0,-20863970000000.0,11402385000000.0,5078359000000.0,16938693000000.0,-9604723000000.0,-1745361000000.0,-10552304000000.0,-9409698000000.0,0.0,-4183635000000.0,9963339000000.0,-42980000000.0,41249657000000.0,-38958120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VJC,2024,0.0,5438722895162.0,0.0,0.0,-8786533082262,224132855494,-10816214209913,0,11964480442811,-533856532869,5050743180748,42097901273.0,4558984549152,-1682122765767,859025556874,0.0,0,-57789721550,VJC,1822616876699.0,613292961764.0,1063193861899.0,-510288540912.0,-762045259263.0,3211952994975.0,2689195758963.0,-1302051216979.0,-4511473565195.0,-792677623135.0,-3203138049663.0,-570964920.0,-130000000.0,-4922958871249.0,1810119331230.0,0.0,61181118746857.0,-48845493809058.0,0.0,-313354773438.0,0.0,0.0,0.0,0.0,0.0
VJC,2023,0.0,5745581685252.0,0.0,0.0,-1425811924197,353865999244,-956706669056,0,8411695683828,3208352073156,1858261735520,-15870627928.0,5050743180748,-4246636941616,2023818105897,0.0,0,0,VJC,606103607021.0,413253679639.0,3711543636438.0,-59094506815.0,-876478926895.0,1950254195864.0,-5993691136973.0,279331528411.0,639223032704.0,-2639461061745.0,-2133310794200.0,-3508148950.0,-140802046115.0,-2186560400000.0,277981550000.0,0.0,34763821531653.0,-26207009542495.0,0.0,-145116305330.0,0.0,0.0,0.0,0.0,0.0
VJC,2022,0.0,433004548853.0,0.0,0.0,-1217474531281,336906630740,-1118338609664,0,3479815389136,-31609105146,1868252946557,21617894109.0,1858261735520,-2393085884618,675212377,0.0,0,0,VJC,-2648658910470.0,79733663056.0,2209609938161.0,-159921609696.0,-431399777771.0,1383641245573.0,-10296343168616.0,-171469041020.0,9834914965147.0,-473124382100.0,-1399077113144.0,-140133402011.0,-180858291727.0,-238445921500.0,0.0,0.0,29657737382993.0,-26177921993857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VJC,2021,0.0,2307806186373.0,0.0,0.0,-174908809761,260368105967,-883295492556,2348654987714,6393143010786,-1040974210823,2926425627363,-17198469983.0,1868252946557,-6550821729053,802487001,-21806385793.0,0,0,VJC,180379522924.0,98078009402.0,1248753445939.0,220650652715.0,-244838291866.0,804782847259.0,-5591418282646.0,-99153768528.0,-1689496549248.0,-866941322443.0,-546700781758.0,-11391168246.0,-53526042557.0,-954307071788.0,6556181818.0,0.0,17361032360990.0,-13316544337918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VJC,2020,0.0,-481120787593.0,0.0,0.0,-293759925297,329815665506,1143089940508,0,-369286822033,-2434154321123,5364049804580,-3469856094.0,2926425627363,-3207957439598,397277400299,0.0,0,0,VJC,-244492770448.0,141435349577.0,-119581017648.0,30763613923.0,-741818692497.0,452572729500.0,-1032209073740.0,35805417710.0,-824443624713.0,-218645374852.0,-432836309700.0,-254507686710.0,0.0,0.0,709756800000.0,0.0,17804330775879.0,-18173617597912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,2024,0.0,12866765388841.0,0.0,0.0,-1741501711051,1473078193247,-3739092638543,722407000000,-6641260238228,-694415337425,2912027359925,8331709575.0,2225943732075,9685937539346,113648911174,0.0,35704764000,-8159626672950,VNM,11599653741335.0,2095159644941.0,27455919490.0,-13348631457.0,-1446896246927.0,279424561295.0,332752274996.0,-53951137836.0,-188120377548.0,91247100626.0,-336687661456.0,-2127692482916.0,-898375565361.0,-3620022795913.0,0.0,0.0,17420429433188.0,-16624469998466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,2023,0.0,12259457530859.0,0.0,0.0,-1579637140762,1367711469062,-2988548510501,489787009008,-4292773661270,606101390592,2299943527624,5982441709.0,2912027359925,7887423562363,104880785286,-35769832735.0,10570000000,-8151596251950,VNM,10967899391486.0,2054586864472.0,26862358183.0,7448121735.0,-1462766141314.0,354094837255.0,-244987138316.0,-1021313389573.0,-443378131758.0,7868182212.0,-302707839570.0,-1564073949237.0,-803441702254.0,-2856303791352.0,0.0,-142548827636.0,11788416965803.0,-8276832556495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,2022,0.0,11903472280607.0,0.0,0.0,-1456914052616,1201019963250,3472771515098,338100000000,-12360289365923,-60244674309,2348551874348,11636327585.0,2299943527624,8827273176516,137125557857,-43175000000.0,0,-8166899618720,VNM,10495534676745.0,2095449858677.0,-4572925078.0,3222766873.0,-1186213742158.0,166039091744.0,-288077307677.0,851263069739.0,-386032574554.0,-73120062114.0,-141304083849.0,-1975289763439.0,-1063638382197.0,0.0,3634715046607.0,0.0,6257530054586.0,-10789019801789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,2021,0.0,14351819307323.0,0.0,0.0,-1531025359270,1000079344561,-3933248087209,317860664553,-5257397637789,241327838895,2111242815581,-4018780128.0,2348551874348,9431973563893,133904995529,-23227732575.0,1336500000,-7620758463150,VNM,12922235486919.0,2121337734780.0,33465629186.0,-1658368628.0,-1060996977860.0,18051638193.0,-516850818361.0,-2260680842222.0,1484048321527.0,115756136.0,-98339684932.0,-2356597912369.0,-1171540563209.0,-3514465835454.0,150000000.0,0.0,9596960360003.0,-7551460199195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNM,2020,0.0,15090338709748.0,0.0,0.0,-1264816995703,1140545861067,-4802010161311,0,-5926533591385,-548374364468,2665194638452,-5577458403.0,2111242815581,10180169388228,150342752442,-8134000.0,21631584086,-7927711544061,VNM,13518536087024.0,2208866621752.0,49503861013.0,637221447.0,-1482311223047.0,143818465177.0,-714954818416.0,-270075299427.0,-212797659741.0,23640914247.0,-212768515107.0,-2286330907427.0,-1236906523665.0,-4881270877530.0,31565648327.0,-14364328733.0,7769144505494.0,-5753602224085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2024,-198681000000.0,42259511000000.0,57316185000000.0,0.0,-59296000000,12801000000,-45039000000,0,-7935832000000,49335314000000,93667470000000,0.0,143002784000000,57316185000000,1715000000,0.0,0,-7935832000000,VPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2023,2065153000000.0,36232541000000.0,11459579000000.0,0.0,-107210000000,3147000000,-103098000000,35897546000000,28265818000000,39622299000000,54045171000000,0.0,93667470000000,11459579000000,965000000,0.0,0,-7933924000000,VPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2022,6808756000000.0,37544371000000.0,692537000000.0,0.0,-105899000000,12801000000,-725294000000,0,300000000000,267243000000,53777928000000,0.0,54045171000000,692537000000,3242000000,-635438000000.0,0,0,VPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2021,-481781000000.0,29265887000000.0,5115790000000.0,0.0,-39377000000,1967000000,25882907000000,0,-111960000000,30886737000000,22891191000000,0.0,53777928000000,5115790000000,3103000000,-16500000000.0,25933714000000,0,VPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2020,90068000000.0,25933405000000.0,1319553000000.0,0.0,-25534000000,5013000000,5193000000,0,170000000000,1494746000000,21396445000000,0.0,22891191000000,1319553000000,25714000000,0.0,0,0,VPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
