cp,year,lailo_cac_hoat_dong_khac,luu_chuyen_tien_thuan_tu_hdkd_truoc_thay_doi_vld,luu_chuyen_tien_thuan_tu_hdkd_truoc_thue,chi_tu_cac_quy_cua_tctd,mua_sam_tscd,tien_thu_co_tuc_va_loi_nhuan_duoc_chia,luu_chuyen_tu_hoat_dong_dau_tu,tang_von_co_phan_tu_gop_von_vahoac_phat_hanh_co_phieu,luu_chuyen_tien_tu_hoat_dong_tai_chinh,luu_chuyen_tien_thuan_trong_ky,tien_va_tuong_duong_tien,anh_huong_cua_chenh_lech_ty_gia,tien_va_tuong_duong_tien_cuoi_ky,luu_chuyen_tien_te_rong_tu_cac_hoat_dong_sxkd,tien_thu_duoc_tu_thanh_ly_tai_san_co_dinh,dau_tu_vao_cac_doanh_nghiep_khac,tien_thu_tu_viec_ban_cac_khoan_dau_tu_vao_doanh_nghiep_khac,co_tuc_da_tra,symbol,lailo_rong_truoc_thue,khau_hao_tscd,du_phong_rr_tin_dung,lailo_chenh_lech_ty_gia_chua_thuc_hien,lailo_tu_hoat_dong_dau_tu,thu_nhap_lai,tanggiam_cac_khoan_phai_thu,tanggiam_hang_ton_kho,tanggiam_cac_khoan_phai_tra,tanggiam_chi_phi_tra_truoc,chi_phi_lai_vay_da_tra,tien_thu_nhap_doanh_nghiep_da_tra,tien_chi_khac_tu_cac_hoat_dong_kinh_doanh,tien_chi_cho_vay_mua_cong_cu_no_cua_don_vi_khac_dong,tien_thu_hoi_cho_vay_ban_lai_cac_cong_cu_no_cua_don_vi_khac_dong,chi_tra_cho_viec_mua_lai_tra_co_phieu,tien_thu_duoc_cac_khoan_di_vay,tien_tra_cac_khoan_di_vay,tien_thu_khac_tu_cac_hoat_dong_kinh_doanh,tien_thanh_toan_von_goc_di_thue_tai_chinh,co_tuc_da_nhan,lailo_tu_thanh_ly_tai_san_co_dinh,thu_lai_va_co_tuc,tanggiam_cac_khoan_phai_thu_2,tanggiam_cac_khoan_phai_tra_2
ACB,2024,-164089000000.0,16709886000000.0,8371480000000.0,-1249000000.0,-919740000000,35058000000,-733310000000,0,-3884051000000,3752870000000,136071738000000,0.0,139824608000000,8370231000000,147865000000,0.0,3507000000,-3884051000000,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2023,-18340000000.0,19421985000000.0,37137701000000.0,-1500000000.0,-1276249000000,74955000000,-1197256000000,0,-3377435000000,32561510000000,103510228000000,0.0,136071738000000,37136201000000,4038000000,0.0,0,-3377435000000,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2022,152049000000.0,16413910000000.0,21476002000000.0,-201463000000.0,-511513000000,59599000000,-365878000000,0,0,20908661000000,82601567000000,0.0,103510228000000,21274539000000,4741000000,-10520000000.0,6451000000,0,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2021,-94964000000.0,12326573000000.0,39927382000000.0,-1483000000.0,-636100000000,21979000000,-462403000000,0,-2884000000000,36579496000000,46022071000000,0.0,82601567000000,39925899000000,3265000000,0.0,0,0,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACB,2020,67987000000.0,9688384000000.0,10880417000000.0,-1156000000.0,-423132000000,17573000000,-395503000000,0,-140600000000,10343158000000,35678913000000,0.0,46022071000000,10879261000000,3336000000,0.0,0,0,ACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2024,-3117574000000.0,39869606000000.0,98846772000000.0,0.0,-1244828000000,88105000000,-1128440000000,0,2267130000000,99985462000000,224739002000000,0.0,324724464000000,98846772000000,19896000000,-1028000000.0,14108000000,-94460000000,BID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2023,-3373336000000.0,50080394000000.0,-71013823000000.0,-1164000000.0,-2005077000000,182104000000,-1813698000000,0,-119694000000,-72948379000000,297687381000000,0.0,224739002000000,-71014987000000,11710000000,0.0,0,-119694000000,BID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2022,-1491709000000.0,49466042000000.0,132518884000000.0,-981000000.0,-1091733000000,165567000000,-917883000000,1059025000000,757095000000,132357115000000,165330266000000,0.0,297687381000000,132517903000000,9868000000,0.0,0,-301930000000,BID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2021,-2058082000000.0,43592314000000.0,68891039000000.0,-895000000.0,-1015514000000,88441000000,-977359000000,0,-1353760000000,66559025000000,98771241000000,0.0,165330266000000,68890144000000,8383000000,-53725000000.0,0,-1353760000000,BID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BID,2020,-2050717000000.0,28758261000000.0,-67912612000000.0,-198000000.0,-1061633000000,134987000000,-919255000000,0,-2669096000000,-71501161000000,170272402000000,0.0,98771241000000,-67912810000000,8545000000,0.0,0,-2669096000000,BID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2024,0.0,10112673942986.0,0.0,0.0,-135267945349,13470307039965,-21633102912022,0,9893761144002,-3320145561942,4783513586776,720102279.0,1464088127113,8419196206078,750785454,-245308499.0,0,-767081435567,BVH,2663171477296.0,361656740622.0,18799414855151.0,13928156147.0,-12757295260799.0,1031797974569.0,1160577325759.0,12868553516.0,-1222998762851.0,-33806613231.0,-670960934650.0,-432410464622.0,-113228870839.0,-178867829679580.0,143899182195987.0,0.0,68026767032069.0,-57365924452500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2023,0.0,10637819844020.0,0.0,0.0,-179223609626,11552755197497,-4563383053729,0,-1337621827516,2575843791149,2206497560116,1172235511.0,4783513586776,8476848672394,1056681274,-559065379.0,0,-734102404994,BVH,2263431525645.0,203894515970.0,20001619028532.0,16099743627.0,-13624967435230.0,1777742465476.0,1670460461963.0,17308986190.0,-1155003441621.0,-145163553070.0,-1787160299314.0,-360202939230.0,-59665233670.0,-163901811301317.0,147964399043822.0,0.0,78332986284987.0,-78936505707509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2022,0.0,15549256860064.0,0.0,0.0,-163378387443,8370940521353,-20743971778794,0,8499230942954,-3143024515618,5354092025872,-4569950138.0,2206497560116,9101716320222,2489490635,-250000000.0,6559843455,-2268458776216,BVH,2010163563631.0,211803973840.0,22567116332600.0,16219103087.0,-9987399223459.0,732426110365.0,-4346443102143.0,10995923821.0,-133150830544.0,-665529008941.0,-688972800896.0,-426509931095.0,-115074831227.0,-157948793058181.0,128988459811387.0,0.0,85591616583165.0,-74823926863995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2021,0.0,13702138045492.0,0.0,0.0,-237768613970,8354119919729,-14286697023411,0,538911696805,-1426133301894,6780742363756,-517035990.0,5354092025872,12321652024712,1585989110,-4425975843.0,207297671249,-687434838726,BVH,2398034325409.0,226311777789.0,19751386296114.0,-7612658011.0,-8987183374694.0,321201678885.0,-1065508541724.0,-17220136054.0,700525423660.0,212589276761.0,-420996995370.0,-338734753436.0,-58336039784.0,-94785369046052.0,72177863032366.0,0.0,48063151289896.0,-46836804754365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVH,2020,0.0,11636469313943.0,0.0,0.0,-231433491623,8717737729146,-7759979874162,0,-1998801367744,2037359038058,4742602123821,781201877.0,6780742363756,11796140279964,1026440364,-29535895500.0,0,-621510028457,BVH,1953285808059.0,206997738211.0,18324904209345.0,-3832163038.0,-9547259680419.0,702373401785.0,-13288642669.0,1924398500.0,105126771747.0,748213752516.0,-757788609663.0,-237775940333.0,-68382974829.0,-87906743938242.0,71688969281693.0,0.0,17451796200000.0,-18829087539287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2024,-912465000000.0,48753805000000.0,102188686000000.0,0.0,-1362079000000,20539000000,-1329023000000,0,1537000000,100861200000000,272303607000000,154749000000.0,373319556000000,102188686000000,15158000000,0.0,0,0,CTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2023,314913000000.0,51185229000000.0,28768348000000.0,0.0,-804101000000,92337000000,-703882000000,0,0,28064466000000,244298220000000,-59079000000.0,272303607000000,28768348000000,10473000000,0.0,0,0,CTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2022,4505276000000.0,50517333000000.0,84463729000000.0,0.0,-623680000000,87736000000,-515081000000,0,-3844600000000,80104048000000,164376586000000,-182414000000.0,244298220000000,84463729000000,16841000000,0.0,6200000000,-3844600000000,CTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2021,-58016000000.0,30612531000000.0,5401509000000.0,0.0,-736408000000,83771000000,-648143000000,0,-21267000000,4732099000000,160175076000000,-530589000000.0,164376586000000,5401509000000,7371000000,0.0,0,-21267000000,CTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTG,2020,394785000000.0,24298973000000.0,7845636000000.0,0.0,-715459000000,67061000000,-517385000000,0,-1881229000000,5447022000000,155046744000000,-318690000000.0,160175076000000,7845636000000,108296000000,0.0,23990000000,-1881229000000,CTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FPT,2024,0.0,13626844968489.0,0.0,0.0,-3275312325702,1530174506877,-8461812173101,163342989874,-2197766125834,1044198889933,8279156683221,-7915134270.0,9315440438884,11703777188868,14227383215,-1106193484800.0,48102486048,-3291859792121,FPT,11069666417819.0,2535298475665.0,1148951390915.0,46311803197.0,-1725022480893.0,551639361786.0,-1913663012505.0,-265267561842.0,2875571263689.0,-393964502357.0,-607154747076.0,-1209921507569.0,-408667711961.0,-41956569113369.0,36283758374630.0,0.0,30946282706201.0,-30013226682923.0,0.0,-2305346865.0,0.0,0.0,0.0,0.0,0.0
FPT,2023,0.0,10989758903879.0,0.0,0.0,-3978252082224,2137225525330,-6548374165711,73050500000,-1168383938695,1800337593999,6440177174322,38641914900.0,8279156683221,9517095698405,29269655015,-1753619182518.0,94939906000,-2930628448135,FPT,9203006098570.0,2286514158688.0,677928749053.0,-34070358211.0,-1976268355482.0,832648611261.0,-1163209212196.0,396161114891.0,1380255770889.0,65247409505.0,-832038375945.0,-971344830054.0,-347735082564.0,-33536189070356.0,30458251083042.0,0.0,34271246237260.0,-32551882452709.0,0.0,-30169775111.0,0.0,0.0,0.0,0.0,0.0
FPT,2022,0.0,9042263917498.0,0.0,0.0,-3215243200871,1793624815520,5757231937325,77028689275,-9773308216323,1037755477702,5417845293242,-15423596622.0,6440177174322,5053831756700,5662030028,-557291900594.0,56400094000,-2222134795995,FPT,7662282959880.0,1833064499128.0,880253740252.0,7652847077.0,-1986715685147.0,645725556308.0,-1949023327296.0,-497802711008.0,1299834862339.0,-633951413583.0,-635688969538.0,-1221846691729.0,-349953909983.0,-32995035947486.0,40669116046728.0,0.0,28120228984733.0,-35740054948912.0,0.0,-8376145424.0,0.0,0.0,0.0,0.0,0.0
FPT,2021,0.0,7052923025778.0,0.0,0.0,-2911001172725,1182811834149,-10412890116331,87611404675,5364662434403,791465872799,4686191374038,-59811953595.0,5417845293242,5839693554727,2866890285,-450878532336.0,420000000,-2254183945975,FPT,6337206440958.0,1643915685332.0,352207924154.0,-63913432668.0,-1700489438802.0,483995846804.0,-693503200106.0,-218231826239.0,1910090001449.0,-375543134134.0,-451555665838.0,-1045034654569.0,-339450991614.0,-35827118645179.0,27590009509475.0,0.0,34463706577011.0,-26931165232996.0,0.0,-1306368312.0,0.0,0.0,0.0,0.0,0.0
FPT,2020,0.0,6410248422781.0,0.0,0.0,-3017645357713,894462073316,-8144124287084,59633580760,3037356550037,1232911296289,3453388617569,-108539820.0,4686191374038,6339679033336,3323070810,-101172751758.0,31000000000,-1899079382925,FPT,5263456629967.0,1490607476892.0,313851138486.0,-3386721059.0,-1039617856401.0,385337754896.0,311571475172.0,-55124600922.0,1060519849887.0,51528448148.0,-401913784732.0,-778286928782.0,-258863848216.0,-5954091321739.0,0.0,0.0,20448570691368.0,-15570014545746.0,0.0,-1753793420.0,0.0,0.0,0.0,0.0,0.0
GAS,2024,0.0,16824776393386.0,0.0,0.0,-1925456571752,1800643654080,7468309783967,0,-16612428236073,-108907750742,5668895193049,7995989161.0,5567983431468,9035210701364,1386025703,0.0,0,-13872476202356,GAS,13172107496375.0,2727709804035.0,2109442400255.0,1070942346.0,-1504151203000.0,318596953375.0,-4549384677628.0,-662132189021.0,930606432959.0,-179814994980.0,-334023151235.0,-2632100363803.0,-362716748314.0,-46644494787639.0,54236231463575.0,0.0,1862902885250.0,-4602854918967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,2023,0.0,16395593874731.0,0.0,0.0,-1841341777865,1950619634557,-11248693693022,0,-7463313353671,-4884962394202,10549337638537,4519948714.0,5668895193049,13827044652491,66000000,0.0,0,-7119780163201,GAS,14639542209210.0,3026921230677.0,366192272100.0,96268084573.0,-2073305978387.0,339976056558.0,-550297452099.0,115462821548.0,1159357930370.0,585198622793.0,-505230388152.0,-3134151129378.0,-238889627322.0,-50078274935445.0,38720237385731.0,0.0,2075745608357.0,-2419278798827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,2022,0.0,21349564288596.0,0.0,0.0,-2009673196429,1200815213928,265039541155,118345978175,-7809261232680,5247848807663,5300330735432,1158095442.0,10549337638537,12792070499188,570658941,0.0,0,-5882313058641,GAS,18806274860388.0,3022954831285.0,446081612056.0,73300232774.0,-1335908271004.0,336861023097.0,782276386743.0,-860659726216.0,-3677892636800.0,-266779341486.0,-537119783618.0,-3451711192375.0,-545607495656.0,-40741761303346.0,41815088168061.0,0.0,1325381539466.0,-3370675691680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,2021,0.0,14083883127061.0,0.0,0.0,-4747172910132,998038096084,-6755056380161,0,-774266665633,65498180405,5237246729402,-2414174375.0,5300330735432,7594821226199,180667761327,0.0,0,-5864872815742,GAS,11204998243771.0,3073271794099.0,738511937955.0,-128144388297.0,-1108893203844.0,304138743377.0,-7153185991469.0,-1612418420953.0,7800920353900.0,-2740310183509.0,-262442294782.0,-2274967189845.0,-246658174204.0,-41510884348748.0,38324295021308.0,0.0,6246927650109.0,-1156321500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,2020,0.0,12269263012401.0,0.0,0.0,-4173689627906,1534467421577,99125114278,0,-6668267621098,761256324255,4475889167227,101237920.0,5237246729402,7330398831075,26793066361,0.0,0,-6850062019942,GAS,9978064228697.0,2554097877410.0,933523809294.0,18570413088.0,-1316211508585.0,101218192497.0,-960719844944.0,-83857273599.0,-192156621517.0,-168109715935.0,-95440410322.0,-2090389867815.0,-1348190447194.0,-29153945745754.0,31865500000000.0,0.0,2201825438530.0,-2020031039686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVR,2024,0.0,7146053468737.0,0.0,0.0,-596299774505,358920028113,-617308149359,0,370987023580,187670432686,5564089010514,27096219994.0,5778855663194,433991558465,352338150870,-10885806298.0,0,-87895463843,GVR,5606391439164.0,2703728428563.0,69045896917.0,-27096219994.0,-1558921278362.0,352905202449.0,-16162233548.0,-985786557745.0,1214983143497.0,-2574992566751.0,-343068707207.0,-795928493459.0,-4552018855492.0,-2160763241581.0,1439382494042.0,0.0,6577822955117.0,-6118940467694.0,1340912360433.0,0.0,0.0,0.0,0.0,0.0,0.0
GVR,2023,0.0,4467452766007.0,0.0,0.0,-964954528436,378154029977,-1087008730656,0,-920750779819,1240753908836,4370292544522,-46957442844.0,5564089010514,3248513419311,611336137318,-12303056383.0,1219256472,-87893800763,GVR,4113891839564.0,2488425976550.0,-43408958719.0,46957442844.0,-2944015312045.0,805601777813.0,199569497016.0,842676980101.0,-693546845913.0,32224000910.0,-457590930686.0,173006972134.0,-3044098074427.0,-2639190543183.0,1538729973579.0,0.0,4572002442848.0,-5404859421904.0,1728819054169.0,0.0,0.0,0.0,0.0,0.0,0.0
GVR,2022,0.0,7512168362495.0,0.0,0.0,-802275672956,468648744263,-538638730002,0,-1711646253408,-907587110898,5303619340768,-25739685348.0,4370292544522,1342697872512,673001182623,-46510319289.0,32106920695,-118960635968,GVR,5768180052419.0,2458765550692.0,16249907119.0,25739685348.0,-1258065874008.0,501299040925.0,129477105416.0,-697830350179.0,-646341127416.0,-1773239836.0,-443851383747.0,-767483631746.0,-4769620082443.0,-2616163090616.0,1752553505278.0,0.0,4671437328064.0,-6264122945504.0,1027952219968.0,0.0,0.0,0.0,0.0,0.0,0.0
GVR,2021,0.0,8029820031984.0,0.0,0.0,-865428496691,611567649798,-931391416628,0,-3211968604083,-222288492900,5528283614830,-2375781162.0,5303619340768,3921071527811,246207934029,-43326401314.0,42889481421,-109942261055,GVR,6212769218890.0,2303518160158.0,17233034914.0,2375781162.0,-1114075751905.0,607999588765.0,174609297333.0,-1438785663332.0,974487344837.0,122811131115.0,-240475146962.0,-1180392952138.0,-3402020385977.0,-2634939891778.0,1711638307907.0,0.0,3382141215246.0,-6484167558274.0,881017870951.0,0.0,0.0,0.0,0.0,0.0,0.0
GVR,2020,0.0,6201612510902.0,0.0,0.0,-859279039585,653232279208,-850430330588,0,125844772552,-1576687564776,7114787951797,-9816772191.0,5528283614830,-852102006740,253511744436,-45774781904.0,39667602318,-118761632340,GVR,5911174781928.0,2066517154614.0,-55070293768.0,9816772191.0,-2456955736965.0,726129832902.0,-29011316923.0,1479634682913.0,397075596488.0,-1421343423759.0,-619911849073.0,-1061985606744.0,-6649087218542.0,-2695607715313.0,1803819580252.0,0.0,7634624227313.0,-7390017822421.0,845318829399.0,0.0,0.0,0.0,0.0,0.0,0.0
HDB,2024,285759000000.0,17581895000000.0,8760552000000.0,-18159000000.0,-541148000000,0,-1180084000000,200000000000,-2712550000000,4849759000000,132411767000000,0.0,137261526000000,8742393000000,1764000000,-658075000000.0,17375000000,-2912550000000,HDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDB,2023,88876000000.0,18172189000000.0,80687360000000.0,-30315000000.0,-273921000000,9325000000,-263843000000,0,-2515261000000,77877941000000,54533826000000,0.0,132411767000000,80657045000000,753000000,0.0,0,-2515261000000,HDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDB,2022,111209000000.0,12002128000000.0,-15708816000000.0,-10262000000.0,-122001000000,22069000000,-77985000000,200000000000,200000000000,-15597063000000,70130889000000,0.0,54533826000000,-15719078000000,21447000000,0.0,500000000,0,HDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDB,2021,31014000000.0,8835844000000.0,15659853000000.0,-7434000000.0,-353900000000,0,-277831000000,0,0,15374588000000,54756301000000,0.0,70130889000000,15652419000000,268000000,0.0,51775000000,0,HDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDB,2020,198235000000.0,8229463000000.0,24962372000000.0,-2228000000.0,-282765000000,260000000,-254886000000,0,-311937000000,24393321000000,30362980000000,0.0,54756301000000,24960144000000,616000000,0.0,0,0,HDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPG,2024,0.0,21472490878571.0,0.0,0.0,-35495026797327,1339850195728,-29788138252448,233136000000,17814697586944,-5365120010289,12252001160884,764989257.0,6887646139852,6608320655215,1253593566574,0.0,31246619001,-4971010891,HPG,13693502261178.0,6915671331197.0,108500407214.0,173470579978.0,-1718310403845.0,2287360810880.0,-1818671846432.0,-10759800904696.0,1994355381518.0,-227706209603.0,-2332422296347.0,-936764513356.0,-783607107167.0,-28505457880646.0,31587656044222.0,-119560000.0,174465587837075.0,-156878935679240.0,447272727.0,0.0,0.0,0.0,0.0,0.0,0.0
HPG,2023,0.0,15421044915455.0,0.0,0.0,-17373946475964,2222218737225,-11995089522267,700000000,7275612340772,3923553595531,8324588920227,3858645126.0,12252001160884,8643030777026,206461627829,0.0,-526054585230,-8013794632,HPG,7792728743173.0,6761933539397.0,-1094201952159.0,291243752578.0,-1927836792719.0,3585077683881.0,-5601896103470.0,1026315216371.0,2609540999740.0,-87803327985.0,-3647295875670.0,-559992514733.0,-516882532682.0,-39803522821759.0,43279753995632.0,-2343640000.0,127232900840872.0,-119947631065468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPG,2022,0.0,19291327380767.0,0.0,0.0,-17887504647036,1697815926948,-24626212744553,4075000000,-1777989694690,-14126565762736,22471375562130,-20220879167.0,8324588920227,12277636676507,21712492859,-371644175956.0,6672170842,-2261459543241,HPG,9922941127284.0,6759462100582.0,1010922330886.0,333983153559.0,-1832298259730.0,3083638131818.0,4711117735355.0,8023194725141.0,-14666409808394.0,2624176162.0,-3061103919849.0,-1246302085368.0,-776811527307.0,-55505793882381.0,47412529370171.0,0.0,135250023212840.0,-134770628364289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPG,2021,0.0,44209139034907.0,0.0,0.0,-11621470092371,1053915562539,-19669452763006,10630000000,1740105149956,8791565690058,13696099298228,-16289426156.0,22471375562130,26720913303108,49348550223,0.0,833829028281,-1693086647969,HPG,37056777714190.0,6076516295417.0,163177531627.0,41938831417.0,-1661082595981.0,2525823258237.0,-3039385771765.0,-16949192989135.0,9250111116260.0,-813988306614.0,-2567276431082.0,-2743083962430.0,-625409387033.0,-41061488333969.0,31076412522291.0,0.0,125075421125272.0,-121652859327347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPG,2020,0.0,21932338018863.0,0.0,0.0,-11915645555048,353560779277,-18495398244903,2700000000,16053701595253,9145553263324,4544900252204,5645782700.0,13696099298228,11587249912974,34418355881,0.0,0,-1419473748756,HPG,15356966791701.0,4775781721269.0,28314185442.0,52078870772.0,-490559694590.0,2191680923417.0,-3374026162649.0,-7061024985401.0,4251742399296.0,-89041139127.0,-2027572222288.0,-1716802619015.0,-328363376705.0,-11971173251594.0,5003441426581.0,0.0,83074115401537.0,-65603640057528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBB,2024,822333000000.0,29963896000000.0,-18228095000000.0,-348289000000.0,-2301696000000,52643000000,-2238209000000,2160445000000,8759748000000,-12054845000000,109095118000000,0.0,97040273000000,-18576384000000,6927000000,-37651000000.0,41568000000,-2806251000000,MBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBB,2023,713381000000.0,31334445000000.0,41543992000000.0,-249380000000.0,-1655386000000,57083000000,-1605413000000,0,1182007000000,40871206000000,68223912000000,0.0,109095118000000,41294612000000,3714000000,-45500000000.0,34676000000,-2266993000000,MBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBB,2022,491344000000.0,29081781000000.0,2111915000000.0,-235586000000.0,-1748106000000,131941000000,-1443168000000,0,2120000000000,2553161000000,65670751000000,0.0,68223912000000,1876329000000,2048000000,-100091000000.0,271040000000,0,MBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBB,2021,557087000000.0,21229572000000.0,4887643000000.0,-419345000000.0,-1259868000000,114835000000,-1123881000000,0,0,3344417000000,62326334000000,0.0,65670751000000,4468298000000,7861000000,0.0,13291000000,0,MBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBB,2020,75057000000.0,15326289000000.0,14968547000000.0,-228688000000.0,-823253000000,92511000000,-718782000000,1719922000000,2292984000000,16314061000000,46012273000000,0.0,62326334000000,14739859000000,4739000000,-602000000.0,7823000000,0,MBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSN,2024,0.0,11376906000000.0,0.0,0.0,-3099300000000,2972095000000,-10693537000000,6411786000000,9671553000000,8503478000000,10124515000000,-10127000000.0,18617866000000,9525462000000,34765000000,-6557257000000.0,4284306000000,-1721291000000,MSN,6024803000000.0,4132955000000.0,1362398000000.0,12608000000.0,-7067273000000.0,6911415000000.0,-337553000000.0,-98554000000.0,2143364000000.0,628346000000.0,-6961019000000.0,-1408359000000.0,-723000000.0,-40732272000000.0,32404126000000.0,0.0,93606481000000.0,-88611315000000.0,0.0,-14108000000.0,0.0,0.0,0.0,0.0,0.0
