cp,year,tong_cong_tai_san_dong,tien_va_tuong_duong_tien_dong,tien_gui_tai_ngan_hang_nha_nuoc_viet_nam,tien_gui_tai_cac_tctd_khac_va_cho_vay_cac_tctd_khac,chung_khoan_kinh_doanh,chung_khoan_kinh_doanh_2,du_phong_giam_gia_chung_khoan_kinh_doanh,cac_cong_cu_tai_chinh_phai_sinh_va_khoan_no_tai_chinh_khac,cho_vay_khach_hang,cho_vay_khach_hang_2,du_phong_rui_ro_cho_vay_khach_hang,chung_khoan_dau_tu,chung_khoan_dau_tu_san_sang_de_ban,chung_khoan_dau_tu_giu_den_ngay_dao_han,du_phong_giam_gia_chung_khoan_dau_tu,dau_tu_dai_han_dong,dau_tu_vao_cong_ty_lien_doanh,tai_san_dai_han_khac_dong,du_phong_giam_gia_dau_tu_dai_han,tai_san_co_dinh_dong,tai_san_co_dinh_huu_hinh,tai_san_co_dinh_vo_hinh,gia_tri_rong_tai_san_dau_tu,tai_san_co_khac,tong_cong_nguon_von_dong,no_phai_tra_dong,cac_khoan_no_chinh_phu_va_nhnn_viet_nam,tien_gui_va_vay_cac_to_chuc_tin_dung_khac,tien_gui_cua_khach_hang,cac_cong_cu_tai_chinh_phai_sinh_va_khoan_no_tai_chinh_khac_2,von_tai_tro_uy_thac_dau_tu_cua_cp_va_cac_to_chuc_td_khac,phat_hanh_giay_to_co_gia,cac_khoan_no_khac,von_chu_so_huu_dong,von_cua_to_chuc_tin_dung,quy_cua_to_chuc_tin_dung,lai_chua_phan_phoi_dong,von_gop_cua_chu_so_huu_dong,symbol,dau_tu_vao_cong_ty_con,tai_san_co_dinh_thue_tai_chinh,chenh_lech_ty_gia_hoi_doai,cac_quy_khac,loi_ich_cua_co_dong_thieu_so,tai_san_ngan_han_dong,gia_tri_thuan_dau_tu_ngan_han_dong,cac_khoan_phai_thu_ngan_han_dong,hang_ton_kho_rong,tai_san_luu_dong_khac,tai_san_dai_han_dong,phai_thu_dai_han_dong,tai_san_dai_han_khac,no_ngan_han_dong,no_dai_han_dong,von_va_cac_quy_dong,co_dong_thieu_so,tra_truoc_cho_nguoi_ban_ngan_han_dong,phai_thu_ve_cho_vay_ngan_han_dong,hang_ton_kho_rong_dong,tai_san_luu_dong_khac_dong,quy_dau_tu_va_phat_trien_dong,co_phieu_pho_thong_dong,vay_va_no_thue_tai_chinh_dai_han_dong,nguoi_mua_tra_tien_truoc_ngan_han_dong,vay_va_no_thue_tai_chinh_ngan_han_dong,tra_truoc_dai_han_dong,phai_thu_dai_han_khac_dong,phai_thu_ve_cho_vay_dai_han_dong,loi_the_thuong_mai,von_ngan_sach_nha_nuoc_va_quy_khac,loi_the_thuong_mai_dong,trai_phieu_chuyen_doi_dong,chenh_lech_danh_gia_lai_tai_san
SHB,2021,506604328000000,1878293000000,14352057000000.0,64131782000000.0,3245000000.0,3881000000.0,-636000000.0,252448000000.0,357778608000000.0,362416124000000.0,-4637516000000.0,25104577000000.0,9981614000000.0,15168829000000.0,-45866000000.0,131652000000,0.0,164391000000.0,-32739000000.0,4978978000000,536194000000.0,4442784000000.0,0.0,37992688000000.0,506604328000000,471072663000000,1510983000000.0,79732550000000.0,327196828000000.0,0.0,4952170000000.0,46292114000000.0,11388018000000.0,35531665000000,28118041000000.0,2923272000000.0,4784017000000,26673698000000,SHB,0.0,0.0,-293665000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHB,2020,412679593000000,1619927000000,14806140000000.0,31250514000000.0,960000000.0,3889000000.0,-2929000000.0,133872000000.0,302199056000000.0,305637310000000.0,-3438254000000.0,28639598000000.0,16386007000000.0,13132592000000.0,-879001000000.0,133140000000,0.0,165891000000.0,-32751000000.0,4866063000000,532986000000.0,4333077000000.0,0.0,29030323000000.0,412679593000000,388643373000000,609712000000.0,38962390000000.0,303581729000000.0,0.0,3512967000000.0,31034079000000.0,10942496000000.0,24036220000000,17606547000000.0,2204210000000.0,4323293000000,17510091000000,SHB,0.0,0.0,-97830000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSI,2024,73507302559722,239000238200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625606669387,0.0,0.0,0.0,231350675694,0.0,0.0,200196436698.0,0.0,73507302559722,46680651947954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26826650611768,0.0,0.0,5856098315938,19638639180000,SSI,0.0,0.0,0.0,0.0,150619133436.0,70932391912367.0,68837856119619.0,1736645866759.0,0.0,118889687789.0,2574910647355.0,0.0,130133532200.0,46599438522989.0,81213424965.0,26826650611768.0,0.0,927764853829.0,0.0,0.0,41677606235.0,0.0,19638639180000.0,0.0,26490726300.0,45501969699137.0,21614788489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSI,2023,69241327102648,493905528209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821238620031,0.0,0.0,0.0,269476512837,0.0,0.0,235719785810.0,0.0,69241327102648,46000434991835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23240892110813,0.0,0.0,4696261511253,15011301370000,SSI,0.0,0.0,0.0,0.0,140533221129.0,65755288989500.0,64562247311819.0,603116700662.0,0.0,96019448810.0,3486038113148.0,0.0,127489853003.0,45939117288138.0,61317703697.0,23240892110813.0,0.0,32286430398.0,0.0,0.0,12393462568.0,0.0,15011301370000.0,0.0,23583183500.0,43168931078677.0,30191564114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSI,2022,52226382886481,1417807262731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2773073277309,0.0,0.0,0.0,281930596475,0.0,0.0,265112905732.0,0.0,52226382886481,29842500921821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22383881964660,0.0,0.0,3953892022051,14911301370000,SSI,0.0,0.0,0.0,0.0,138841784986.0,48731915104609.0,45402177277290.0,1801895779710.0,0.0,110034784878.0,3494467781872.0,0.0,148450682515.0,29788710759101.0,53790162720.0,22383881964660.0,0.0,1413299966298.0,0.0,0.0,2275883968.0,0.0,14911301370000.0,0.0,4821592590.0,27892289728472.0,53000229779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSI,2021,50793056562082,1114235031501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689345130340,0.0,0.0,0.0,188965446921,0.0,0.0,233184318475.0,0.0,50793056562082,36572973831934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14220082730148,0.0,0.0,2927812985141,9847500220000,SSI,0.0,0.0,0.0,0.0,62568512410.0,46539595154345.0,43764389792908.0,1585641001913.0,0.0,75329328023.0,4253461407737.0,0.0,107039438451.0,36479184836620.0,93788995314.0,14220082730148.0,0.0,1256037254114.0,0.0,0.0,2034798400.0,0.0,9847500220000.0,0.0,6200501681.0,31120908370195.0,24502030428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSI,2020,35769528008240,363251901483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6249810538455,0.0,0.0,0.0,148288324557,0.0,0.0,196767751014.0,0.0,35769528008240,25896730955921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9872797052319,0.0,0.0,2676816162826,6029456130000,SSI,0.0,0.0,0.0,0.0,63414755641.0,29040031499577.0,28207692217416.0,317868747531.0,0.0,151218633147.0,6729496508663.0,0.0,91553847991.0,25823378537838.0,73352418083.0,9872797052319.0,0.0,199102556297.0,0.0,0.0,112517421701.0,0.0,6029456130000.0,0.0,3702194419.0,23351486249171.0,25668947928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2024,748094546000000,8214653000000,17644155000000.0,88241176000000.0,0.0,0.0,0.0,0.0,530448003000000.0,539314658000000.0,-8866655000000.0,85648177000000.0,23554968000000.0,75363197000000.0,-13269988000000.0,82204000000,0.0,96642000000.0,-14438000000.0,7355128000000,4375198000000.0,2979930000000.0,0.0,10461050000000.0,748094546000000,693122476000000,54255000000.0,70655292000000.0,566881814000000.0,54007000000.0,449009000000.0,36753523000000.0,18274576000000.0,54972070000000,20601582000000.0,6082598000000.0,28426115000000,18852157000000,STB,0.0,0.0,-138225000000.0,653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2023,674389660000000,7545270000000,12848045000000.0,50332971000000.0,0.0,0.0,0.0,0.0,475169108000000.0,482731122000000.0,-7562014000000.0,74635845000000.0,22562535000000.0,66688978000000.0,-14615668000000.0,82642000000,0.0,97014000000.0,-14372000000.0,7269440000000,4282772000000.0,2986668000000.0,0.0,46506339000000.0,674389660000000,628655796000000,19328000000.0,37950111000000.0,510744394000000.0,91459000000.0,323147000000.0,28992491000000.0,50534866000000.0,45733864000000,20601582000000.0,4971157000000.0,20386614000000,18852157000000,STB,0.0,0.0,-225489000000.0,653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2022,591907695000000,7849898000000,12286117000000.0,25293585000000.0,0.0,0.0,0.0,109858000000.0,432997593000000.0,438627777000000.0,-5630184000000.0,68800687000000.0,27896339000000.0,55551832000000.0,-14647484000000.0,88812000000,0.0,97014000000.0,-8202000000.0,7547677000000,4489795000000.0,3057882000000.0,0.0,36830826000000.0,591907695000000,553280699000000,9901209000000.0,28430448000000.0,454740496000000.0,0.0,239837000000.0,25820307000000.0,34148402000000.0,38626996000000,20601582000000.0,4223224000000.0,13971682000000,18852157000000,STB,0.0,0.0,-169492000000.0,653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2021,521117123000000,8222365000000,12169867000000.0,8353579000000.0,0.0,0.0,0.0,0.0,381012317000000.0,387929596000000.0,-6917279000000.0,69666929000000.0,34048080000000.0,41650354000000.0,-6031505000000.0,88968000000,0.0,97014000000.0,-8046000000.0,8195276000000,4518674000000.0,3676602000000.0,0.0,33219052000000.0,521117123000000,486855787000000,522745000000.0,15229099000000.0,427386772000000.0,108003000000.0,278940000000.0,21103779000000.0,22226449000000.0,34261336000000,20601582000000.0,3715274000000.0,9907117000000,18852157000000,STB,0.0,0.0,37363000000.0,653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STB,2020,492516029000000,7678553000000,10052590000000.0,18397370000000.0,0.0,0.0,0.0,19677000000.0,334854576000000.0,340268127000000.0,-5413551000000.0,75156127000000.0,52227759000000.0,27322052000000.0,-4393684000000.0,124593000000,0.0,257764000000.0,-133171000000.0,8575424000000,4746484000000.0,3828940000000.0,0.0,37355604000000.0,492516029000000,463559787000000,143528000000.0,7880006000000.0,427971850000000.0,0.0,229445000000.0,11144140000000.0,16190818000000.0,28956242000000,18166632000000.0,3336508000000.0,7303619000000,18852157000000,STB,0.0,0.0,149483000000.0,653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2024,978798549000000,3384770000000,54353153000000.0,84590474000000.0,9000644000000.0,9000895000000.0,-251000000.0,0.0,623634271000000.0,631724964000000.0,-8090693000000.0,148623636000000.0,142202792000000.0,6900000000000.0,-479156000000.0,3102523000000,0.0,3103672000000.0,-1149000000.0,12466885000000,6576699000000.0,5890186000000.0,0.0,39500565000000.0,978798549000000,830858928000000,11531000000.0,132239088000000.0,533392350000000.0,931231000000.0,0.0,140422321000000.0,23862407000000.0,147939621000000,78412544000000.0,24787305000000.0,42219306000000,70648517000000,TCB,0.0,0.0,0.0,7764086000000.0,2520466000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2023,849482012000000,3620695000000,27140592000000.0,104072320000000.0,4432778000000.0,4432778000000.0,0.0,143611000000.0,512513672000000.0,518641568000000.0,-6127896000000.0,104993945000000.0,105356248000000.0,0.0,-362303000000.0,3046245000000,0.0,3047394000000.0,-1149000000.0,8892697000000,3527586000000.0,5365111000000.0,0.0,80543424000000.0,849482012000000,717865947000000,131000000.0,153173002000000.0,454660779000000.0,0.0,0.0,84703300000000.0,25328735000000.0,131616065000000,36257461000000.0,45028627000000.0,49013144000000,35225108000000,TCB,0.0,0.0,0.0,555997000000.0,1316833000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2022,699032544000000,4215721000000,11475590000000.0,82873754000000.0,961034000000.0,961034000000.0,0.0,0.0,415752256000000.0,420523705000000.0,-4771449000000.0,103651920000000.0,104031921000000.0,0.0,-380001000000.0,12813000000,0.0,13962000000.0,-1149000000.0,8411382000000,3696812000000.0,4714570000000.0,1053124000000.0,70517225000000.0,699032544000000,585607578000000,7826000000.0,167562969000000.0,358403785000000.0,1851213000000.0,0.0,34006619000000.0,23775166000000.0,113424966000000,36204797000000.0,11608569000000.0,64482685000000,35172385000000,TCB,0.0,0.0,0.0,555997000000.0,1128915000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2021,568728950000000,3578643000000,4908529000000.0,70515258000000.0,5070812000000.0,5074479000000.0,-3667000000.0,293768000000.0,343605581000000.0,347341244000000.0,-3735663000000.0,97586088000000.0,98092062000000.0,200000000000.0,-705974000000.0,12813000000,0.0,13962000000.0,-1149000000.0,7224481000000,3628732000000.0,3595749000000.0,1088924000000.0,34710635000000.0,568728950000000,475687478000000,842000000.0,112458691000000.0,314752525000000.0,0.0,0.0,33679824000000.0,14795596000000.0,93041472000000,35585622000000.0,9155896000000.0,47453056000000,35109148000000,TCB,0.0,0.0,0.0,0.0,846898000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCB,2020,439602933000000,3663615000000,10253324000000.0,28994954000000.0,8347576000000.0,8357447000000.0,-9871000000.0,0.0,275310367000000.0,277524615000000.0,-2214248000000.0,84447241000000.0,84632952000000.0,200000000000.0,-385711000000.0,11806000000,0.0,12466000000.0,-660000000.0,4613423000000,1470942000000.0,3142481000000.0,1124724000000.0,22835903000000.0,439602933000000,364988147000000,0.0,47484812000000.0,277458651000000.0,266926000000.0,0.0,27899640000000.0,11878118000000.0,74614786000000,35525569000000.0,6789643000000.0,31815705000000,35049062000000,TCB,0.0,0.0,0.0,0.0,483869000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2024,418028391000000,1292735000000,22708369000000.0,70520700000000.0,1000000.0,1000000.0,0.0,0.0,247238856000000.0,250331368000000.0,-3092512000000.0,59472044000000.0,59549367000000.0,44700000000.0,-122023000000.0,0,0.0,0.0,0.0,1221874000000,856699000000.0,365175000000.0,0.0,14807073000000.0,418028391000000,380433922000000,238268000000.0,94513809000000.0,242805789000000.0,131331000000.0,93606000000.0,36632200000000.0,6018919000000.0,37594469000000,26419562000000.0,3721866000000.0,7452942000000,26419562000000,TPB,0.0,0.0,0.0,0.0,99000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2023,356633972000000,2338561000000,9213809000000.0,52353119000000.0,0.0,0.0,0.0,0.0,202586102000000.0,205262092000000.0,-2675990000000.0,65335805000000.0,65391552000000.0,44700000000.0,-100447000000.0,0,0.0,0.0,0.0,1058905000000,729429000000.0,329476000000.0,0.0,23655609000000.0,356633972000000,323891055000000,338420000000.0,83965697000000.0,208261560000000.0,66150000000.0,74311000000.0,24216267000000.0,6968650000000.0,32742917000000,22016350000000.0,3052367000000.0,7674200000000,22016350000000,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2022,328634007000000,2426932000000,11988501000000.0,53364944000000.0,0.0,0.0,0.0,203247000000.0,159160375000000.0,160992963000000.0,-1832588000000.0,74376644000000.0,74520673000000.0,44700000000.0,-188729000000.0,0,0.0,0.0,0.0,1205386000000,903413000000.0,301973000000.0,0.0,25727368000000.0,328634007000000,296394955000000,433439000000.0,73496158000000.0,194959921000000.0,0.0,164923000000.0,20429954000000.0,6910560000000.0,32239052000000,18378520000000.0,2113255000000.0,11747277000000,15817555000000,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2021,292827078000000,2553309000000,18039848000000.0,48752914000000.0,0.0,0.0,0.0,0.0,139462565000000.0,141227857000000.0,-1765292000000.0,62404684000000.0,62735195000000.0,44700000000.0,-375211000000.0,0,0.0,0.0,0.0,788613000000,512870000000.0,275743000000.0,0.0,19864752000000.0,292827078000000,266840008000000,564074000000.0,87015960000000.0,139562262000000.0,77705000000.0,401664000000.0,35405147000000.0,3813196000000.0,25987070000000,18378520000000.0,1388879000000.0,6219671000000,15817555000000,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPB,2020,206314594000000,2214265000000,9108762000000.0,12698296000000.0,0.0,0.0,0.0,77344000000.0,118084610000000.0,119990991000000.0,-1906381000000.0,48095142000000.0,48197336000000.0,44700000000.0,-146894000000.0,0,0.0,0.0,0.0,708842000000,475619000000.0,233223000000.0,0.0,14284297000000.0,206314594000000,189570196000000,697937000000.0,40879958000000.0,115903526000000.0,0.0,688576000000.0,27438818000000.0,3961381000000.0,16744398000000,9859189000000.0,862350000000.0,6022859000000,10716717000000,TPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2024,2085873522000000,14268064000000,49340493000000.0,389951898000000.0,4876237000000.0,4908527000000.0,-32290000000.0,1314434000000.0,1418015724000000.0,1449198899000000.0,-31183175000000.0,167383349000000.0,86799901000000.0,80829540000000.0,-246092000000.0,2228098000000,774176000000.0,1528922000000.0,-75000000000.0,8092877000000,5530579000000.0,2562298000000.0,0.0,30402348000000.0,2085873522000000,1889664354000000,78237337000000.0,234533958000000.0,1514664850000000.0,0.0,529000000.0,24125059000000.0,38102621000000.0,196209168000000,61696139000000.0,37052974000000.0,98332086000000,55890913000000,VCB,0.0,0.0,-968292000000.0,809837000000.0,96261000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2023,1839724560000000,14504849000000,58104503000000.0,336501657000000.0,2495408000000.0,2511395000000.0,-15987000000.0,0.0,1241677211000000.0,1270359018000000.0,-28681807000000.0,145780067000000.0,67882480000000.0,78009747000000.0,-112160000000.0,2224945000000,838225000000.0,1529145000000.0,-142425000000.0,7805080000000,5212804000000.0,2592276000000.0,0.0,30630840000000.0,1839724560000000,1674644070000000,1670837000000.0,213838980000000.0,1395697611000000.0,117752000000.0,365000000.0,19912623000000.0,43405902000000.0,165080490000000,61696139000000.0,27447116000000.0,76826482000000,55890913000000,VCB,0.0,0.0,-983237000000.0,809837000000.0,93990000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2022,1813815170000000,18348534000000,92557809000000.0,313637444000000.0,1499687000000.0,1543575000000.0,-43888000000.0,156515000000.0,1120286832000000.0,1145066250000000.0,-24779418000000.0,196171213000000.0,100739670000000.0,95513376000000.0,-81833000000.0,2193535000000,782389000000.0,1529145000000.0,-117999000000.0,7985400000000,5170083000000.0,2815317000000.0,0.0,60978201000000.0,1813815170000000,1678169085000000,67314816000000.0,232510850000000.0,1243468471000000.0,0.0,3298000000.0,25337894000000.0,109533756000000.0,135646085000000,53130392000000.0,22556958000000.0,60733423000000,47325166000000,VCB,0.0,0.0,-863071000000.0,809837000000.0,88383000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2021,1414986259000000,18011766000000,22506711000000.0,225811765000000.0,2799649000000.0,2856082000000.0,-56433000000.0,303202000000.0,935009671000000.0,960749955000000.0,-25740284000000.0,170596896000000.0,71114698000000.0,99657595000000.0,-175397000000.0,2346176000000,759715000000.0,1661461000000.0,-75000000000.0,8636306000000,5562887000000.0,3073419000000.0,0.0,28964117000000.0,1414986259000000,1305799830000000,9468116000000.0,109757777000000.0,1135323913000000.0,0.0,7707000000.0,17387747000000.0,33854570000000.0,109186429000000,42428821000000.0,18173068000000.0,48502536000000,37088774000000,VCB,0.0,0.0,-5109000000.0,344658000000.0,87113000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCB,2020,1326230092000000,15095394000000,33139373000000.0,267969645000000.0,1954061000000.0,1991861000000.0,-37800000000.0,0.0,820545467000000.0,839788261000000.0,-19242794000000.0,156931097000000.0,42148831000000.0,115382544000000.0,-600278000000.0,2239006000000,726183000000.0,1587823000000.0,-75000000000.0,8539362000000,5411139000000.0,3128223000000.0,0.0,19816687000000.0,1326230092000000,1232135113000000,41176995000000.0,103583833000000.0,1032113567000000.0,52031000000.0,14679000000.0,21240197000000.0,33953811000000.0,94094979000000,42428821000000.0,14925803000000.0,36650228000000,37088774000000,VCB,0.0,0.0,5103000000.0,344658000000.0,85024000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHM,2024,564209360000000,28780123000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12519070000000,0.0,12294236000000.0,0.0,14622184000000,0.0,0.0,16916463000000.0,0.0,564209360000000,343465385000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220743975000000,0.0,0.0,167205815000000,41074120000000,VHM,0.0,0.0,0.0,0.0,18108334000000.0,285478928000000.0,5391872000000.0,168405984000000.0,54696048000000.0,28204901000000.0,278730432000000.0,107670320000000.0,45011920000000.0,278532295000000.0,64933090000000.0,220743975000000.0,0.0,23593399000000.0,8429883000000.0,54753923000000.0,25843774000000.0,0.0,41074120000000.0,47015689000000.0,40286424000000.0,34276497000000.0,2875918000000.0,96773515000000.0,10896805000000.0,0.0,0.0,481878000000.0,0.0,0.0
VHM,2023,444630675000000,14103181000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7760265000000,0.0,7624903000000.0,0.0,11671412000000,0.0,0.0,17036905000000.0,0.0,444630675000000,261994369000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182636306000000,0.0,0.0,133391779000000,43543675000000,VHM,0.0,0.0,0.0,0.0,3334513000000.0,242340589000000.0,3833948000000.0,132871090000000.0,55317712000000.0,36214658000000.0,202290086000000.0,33800118000000.0,71231282000000.0,211073231000000.0,50921138000000.0,182636306000000.0,0.0,17430700000000.0,4944650000000.0,55371865000000.0,33952484000000.0,0.0,43543675000000.0,38393923000000.0,35137334000000.0,18289641000000.0,1906934000000.0,32749318000000.0,1050800000000.0,0.0,0.0,636151000000.0,0.0,0.0
VHM,2022,361812647000000,10816783000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7491325000000,0.0,7625468000000.0,0.0,9339806000000,0.0,0.0,15523727000000.0,0.0,361812647000000,213290804000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148521843000000,0.0,0.0,99933635000000,43543675000000,VHM,0.0,0.0,0.0,0.0,3308568000000.0,196535229000000.0,6296725000000.0,96208736000000.0,64362407000000.0,18850578000000.0,165277418000000.0,22797226000000.0,59441998000000.0,187762383000000.0,25528421000000.0,148521843000000.0,0.0,14830404000000.0,5039256000000.0,64414043000000.0,13034620000000.0,0.0,43543675000000.0,20876302000000.0,61962655000000.0,15330097000000.0,1954686000000.0,21229226000000.0,1568000000000.0,0.0,0.0,1203909000000.0,0.0,0.0
