cp,year,tong_cong_tai_san_dong,tien_va_tuong_duong_tien_dong,tien_gui_tai_ngan_hang_nha_nuoc_viet_nam,tien_gui_tai_cac_tctd_khac_va_cho_vay_cac_tctd_khac,chung_khoan_kinh_doanh,chung_khoan_kinh_doanh_2,du_phong_giam_gia_chung_khoan_kinh_doanh,cac_cong_cu_tai_chinh_phai_sinh_va_khoan_no_tai_chinh_khac,cho_vay_khach_hang,cho_vay_khach_hang_2,du_phong_rui_ro_cho_vay_khach_hang,chung_khoan_dau_tu,chung_khoan_dau_tu_san_sang_de_ban,chung_khoan_dau_tu_giu_den_ngay_dao_han,du_phong_giam_gia_chung_khoan_dau_tu,dau_tu_dai_han_dong,dau_tu_vao_cong_ty_lien_doanh,tai_san_dai_han_khac_dong,du_phong_giam_gia_dau_tu_dai_han,tai_san_co_dinh_dong,tai_san_co_dinh_huu_hinh,tai_san_co_dinh_vo_hinh,gia_tri_rong_tai_san_dau_tu,tai_san_co_khac,tong_cong_nguon_von_dong,no_phai_tra_dong,cac_khoan_no_chinh_phu_va_nhnn_viet_nam,tien_gui_va_vay_cac_to_chuc_tin_dung_khac,tien_gui_cua_khach_hang,cac_cong_cu_tai_chinh_phai_sinh_va_khoan_no_tai_chinh_khac_2,von_tai_tro_uy_thac_dau_tu_cua_cp_va_cac_to_chuc_td_khac,phat_hanh_giay_to_co_gia,cac_khoan_no_khac,von_chu_so_huu_dong,von_cua_to_chuc_tin_dung,quy_cua_to_chuc_tin_dung,lai_chua_phan_phoi_dong,von_gop_cua_chu_so_huu_dong,symbol,dau_tu_vao_cong_ty_con,tai_san_co_dinh_thue_tai_chinh,chenh_lech_ty_gia_hoi_doai,cac_quy_khac,loi_ich_cua_co_dong_thieu_so,tai_san_ngan_han_dong,gia_tri_thuan_dau_tu_ngan_han_dong,cac_khoan_phai_thu_ngan_han_dong,hang_ton_kho_rong,tai_san_luu_dong_khac,tai_san_dai_han_dong,phai_thu_dai_han_dong,tai_san_dai_han_khac,no_ngan_han_dong,no_dai_han_dong,von_va_cac_quy_dong,co_dong_thieu_so,tra_truoc_cho_nguoi_ban_ngan_han_dong,phai_thu_ve_cho_vay_ngan_han_dong,hang_ton_kho_rong_dong,tai_san_luu_dong_khac_dong,quy_dau_tu_va_phat_trien_dong,co_phieu_pho_thong_dong,vay_va_no_thue_tai_chinh_dai_han_dong,nguoi_mua_tra_tien_truoc_ngan_han_dong,vay_va_no_thue_tai_chinh_ngan_han_dong,tra_truoc_dai_han_dong,phai_thu_dai_han_khac_dong,phai_thu_ve_cho_vay_dai_han_dong,loi_the_thuong_mai,von_ngan_sach_nha_nuoc_va_quy_khac,loi_the_thuong_mai_dong,trai_phieu_chuyen_doi_dong,chenh_lech_danh_gia_lai_tai_san
VHM,2021,230516471000000,4625760000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10940392000000,0.0,7263751000000.0,0.0,7497824000000,0.0,0.0,12078894000000.0,0.0,230516471000000,99109060000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131407411000000,0.0,0.0,79413446000000,43543675000000,VHM,0.0,0.0,0.0,0.0,6665912000000.0,94437005000000.0,4979444000000.0,37750127000000.0,28578815000000.0,18502859000000.0,136079466000000.0,14955143000000.0,45574327000000.0,75400658000000.0,23708402000000.0,131407411000000.0,0.0,8580390000000.0,3921463000000.0,28645955000000.0,16496169000000.0,0.0,43543675000000.0,19667987000000.0,8865372000000.0,250820000000.0,1725206000000.0,6017480000000.0,8937663000000.0,0.0,0.0,1410329000000.0,0.0,0.0
VHM,2020,215326377000000,13713651000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9755842000000,0.0,3969035000000.0,0.0,5906615000000,0.0,0.0,8699597000000.0,0.0,215326377000000,126196462000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89129915000000,0.0,0.0,56259405000000,33495139000000,VHM,0.0,0.0,0.0,0.0,3429404000000.0,102312109000000.0,2054219000000.0,34592470000000.0,42983662000000.0,8968107000000.0,113014268000000.0,11084368000000.0,45206495000000.0,103385277000000.0,22811185000000.0,89129915000000.0,0.0,8504424000000.0,8272493000000.0,43021241000000.0,6832475000000.0,0.0,33495139000000.0,13957735000000.0,26968735000000.0,10997726000000.0,2287994000000.0,6954368000000.0,4130000000000.0,0.0,0.0,2679239000000.0,0.0,0.0
VIB,2024,493158370000000,1639368000000,9909074000000.0,105588516000000.0,0.0,0.0,0.0,821872000000.0,318316079000000.0,324009713000000.0,-5693634000000.0,50344312000000.0,50345812000000.0,42380000000.0,-43880000000.0,69457000000,0.0,69667000000.0,-210000000.0,795269000000,493206000000.0,302063000000.0,2360000000.0,5663284000000.0,493158370000000,451296561000000,18586891000000.0,123200585000000.0,276308322000000.0,0.0,5368000000.0,23262579000000.0,9932816000000.0,41861809000000,29793045000000.0,4333344000000.0,7735420000000,29791278000000,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2023,409881373000000,1681071000000,8217767000000.0,68197574000000.0,0.0,0.0,0.0,156721000000.0,262075015000000.0,266345545000000.0,-4270530000000.0,60988364000000.0,60956278000000.0,42380000000.0,-10294000000.0,69457000000,0.0,69667000000.0,-210000000.0,756167000000,466709000000.0,289458000000.0,2501000000.0,7720366000000.0,409881373000000,371941786000000,0.0,98639721000000.0,236577266000000.0,0.0,6930000000.0,23896936000000.0,12820933000000.0,37939587000000,25369708000000.0,3470408000000.0,9099471000000,25368075000000,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2022,342798925000000,1617931000000,10062633000000.0,51899808000000.0,0.0,0.0,0.0,20958000000.0,228879243000000.0,231944016000000.0,-3064773000000.0,40278720000000.0,40250383000000.0,42380000000.0,-14043000000.0,69457000000,0.0,69667000000.0,-210000000.0,699685000000,407765000000.0,291920000000.0,2642000000.0,9164688000000.0,342798925000000,310147883000000,0.0,71166441000000.0,200123940000000.0,0.0,8092000000.0,31774818000000.0,7074592000000.0,32651042000000,21078270000000.0,2517553000000.0,9055219000000,21076730000000,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2021,309517129000000,1521580000000,24890710000000.0,27985117000000.0,0.0,0.0,0.0,0.0,199116430000000.0,201516754000000.0,-2400324000000.0,44737181000000.0,44714514000000.0,42380000000.0,-19713000000.0,69544000000,0.0,69719000000.0,-175000000.0,604158000000,302045000000.0,302113000000.0,2847000000.0,10430709000000.0,309517129000000,285226389000000,0.0,64456470000000.0,173564890000000.0,63933000000.0,8648000000.0,42298182000000.0,4834266000000.0,24290740000000,15532910000000.0,1786751000000.0,6971079000000,15531430000000,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIB,2020,244675677000000,1421993000000,24591537000000.0,4368977000000.0,0.0,0.0,0.0,23753000000.0,167772044000000.0,169520235000000.0,-1748191000000.0,41371557000000.0,41423474000000.0,42380000000.0,-94297000000.0,73628000000,0.0,137272000000.0,-63644000000.0,403882000000,260091000000.0,143791000000.0,2991000000.0,4396495000000.0,244675677000000,226701863000000,0.0,42487522000000.0,150349095000000.0,0.0,10088000000.0,28558863000000.0,5296295000000.0,17973814000000,11095229000000.0,1252899000000.0,5625686000000,11093879000000,VIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIC,2024,836603903000000,42582366000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27060860000000,0.0,19388427000000.0,0.0,182943333000000,0.0,0.0,13033418000000.0,0.0,836603903000000,682769422000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153834481000000,0.0,0.0,44468350000000,38785833000000,VIC,0.0,0.0,0.0,15306530000000.0,16437647000000.0,396479911000000.0,8718884000000.0,190046565000000.0,114090183000000.0,41041913000000.0,440123992000000.0,82564248000000.0,21164104000000.0,505292040000000.0,177477382000000.0,153834481000000.0,0.0,40937213000000.0,1478525000000.0,127068459000000.0,25937361000000.0,0.0,38236616000000.0,129041914000000.0,138374890000000.0,95189145000000.0,8641393000000.0,57573484000000.0,23359127000000.0,0.0,0.0,4517414000000.0,3688998000000.0,0.0
VIC,2023,667655767000000,27982623000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14605235000000,0.0,13892460000000.0,0.0,160409312000000,0.0,0.0,37538324000000.0,0.0,667655767000000,519434081000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148221686000000,0.0,0.0,14105693000000,38785833000000,VIC,0.0,0.0,0.0,22021073000000.0,34480682000000.0,343536472000000.0,6998671000000.0,168114731000000.0,92623746000000.0,47816701000000.0,324119295000000.0,8237482000000.0,9817377000000.0,401298366000000.0,118135715000000.0,148221686000000.0,0.0,37390279000000.0,7637650000000.0,102040889000000.0,36094273000000.0,0.0,38236616000000.0,97018190000000.0,45755699000000.0,116235201000000.0,6195116000000.0,6107714000000.0,1147876000000.0,0.0,0.0,492625000000.0,0.0,0.0
VIC,2022,577407240000000,26213302000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11145373000000,0.0,10691516000000.0,0.0,119742444000000,0.0,0.0,38307078000000.0,0.0,577407240000000,441751791000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135655449000000,0.0,0.0,14346643000000,38688573000000,VIC,0.0,0.0,0.0,18481872000000.0,25562645000000.0,283116653000000.0,6735880000000.0,126232017000000.0,98587507000000.0,25347947000000.0,294290587000000.0,9932866000000.0,9454816000000.0,298411509000000.0,143340282000000.0,135655449000000.0,0.0,37954852000000.0,8256866000000.0,104024054000000.0,13300057000000.0,0.0,38139356000000.0,119804341000000.0,74724604000000.0,40594457000000.0,6028493000000.0,5722151000000.0,2486207000000.0,0.0,0.0,764567000000.0,9866970000000.0,0.0
VIC,2021,428384465000000,18352236000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9230804000000,0.0,8831485000000.0,0.0,130695959000000,0.0,0.0,35133258000000.0,0.0,428384465000000,268812599000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159571866000000,0.0,0.0,4718123000000,38675533000000,VIC,0.0,0.0,0.0,18481872000000.0,59097849000000.0,161374270000000.0,8080448000000.0,72186627000000.0,50425325000000.0,12329634000000.0,267010195000000.0,598956000000.0,8025884000000.0,146445324000000.0,122367275000000.0,159571866000000.0,0.0,21271470000000.0,14824123000000.0,52534314000000.0,3625038000000.0,0.0,38052148000000.0,102011250000000.0,21680341000000.0,20036906000000.0,5714976000000.0,143707000000.0,455249000000.0,0.0,0.0,1144455000000.0,9488495000000.0,0.0
VIC,2020,422503767000000,29403688000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7413828000000,0.0,4576705000000.0,0.0,125639869000000,0.0,0.0,34725866000000.0,0.0,422503767000000,286651052000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135852715000000,0.0,0.0,4359645000000,34447691000000,VIC,0.0,0.0,0.0,7235206000000.0,56656838000000.0,166013805000000.0,10413625000000.0,52395927000000.0,62495269000000.0,11305296000000.0,256489962000000.0,7379649000000.0,13409131000000.0,169222607000000.0,117428445000000.0,135852715000000.0,0.0,15346915000000.0,8539910000000.0,63606541000000.0,3054163000000.0,0.0,33824306000000.0,98309224000000.0,37277334000000.0,25971982000000.0,8342477000000.0,1364649000000.0,6015000000000.0,0.0,0.0,2488464000000.0,5505646000000.0,0.0
VJC,2024,99315254784593,4558984549152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149417024400,0.0,149417024400.0,0.0,14166236941769,0.0,0.0,0.0,0.0,99315254784593,82196542019489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17118712765104,0.0,0.0,10652687447061,5416113340000,VJC,0.0,0.0,0.0,0.0,22098773196.0,38577508632397.0,3825833411115.0,27945458314477.0,2005435760243.0,241796597410.0,60737746152196.0,35105699605872.0,9788178924050.0,33506383912017.0,48690158107472.0,17118712765104.0,0.0,769368218015.0,1633712453293.0,2005435760243.0,0.0,0.0,5416113340000.0,30052392436812.0,1515557303596.0,12460106764555.0,9788178924050.0,23998282804699.0,921644963530.0,0.0,0.0,0.0,0.0,0.0
VJC,2023,86925420916769,5050743180748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149417024400,0.0,149417024400.0,0.0,10173343104449,0.0,0.0,0.0,0.0,86925420916769,71672280613334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15253140303435,0.0,0.0,9249524468061,5416113340000,VJC,0.0,0.0,0.0,0.0,21258359337.0,40826968900401.0,613343871096.0,34243067480800.0,703384543264.0,216429824493.0,46098452016368.0,26305729746755.0,9089327044712.0,38861475794473.0,32810804818861.0,15253140303435.0,0.0,1778869624304.0,457000000000.0,703384543264.0,0.0,0.0,5416113340000.0,17257038503121.0,3546076667248.0,13553794368608.0,9056529403935.0,17373126467349.0,874767806179.0,0.0,0.0,0.0,0.0,0.0
VJC,2022,68036964433312,1858261735520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149417024400,0.0,149417024400.0,0.0,5709719496248,0.0,0.0,0.0,0.0,68036964433312,53138669609828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14898294823484,0.0,0.0,9018933578880,5416113340000,VJC,0.0,0.0,0.0,0.0,20435833167.0,33587472621916.0,687775421096.0,29729804064103.0,982716071675.0,328915329522.0,34449491811396.0,21238145855696.0,7043459740555.0,30417318604359.0,22721351005469.0,14898294823484.0,0.0,1626225517323.0,657000000000.0,982716071675.0,0.0,0.0,5416113340000.0,10309745847108.0,1986659055915.0,8549901782085.0,6639189192765.0,15373968746782.0,868221855860.0,0.0,0.0,0.0,0.0,0.0
VJC,2021,51653704011340,1868252946557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149417024400,0.0,149417024400.0,0.0,1158451949883,0.0,0.0,0.0,0.0,51653704011340,34799493690860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16854210320480,0.0,0.0,11281432588734,5416113340000,VJC,0.0,0.0,0.0,0.0,19911667098.0,26866732678773.0,859475421096.0,23261094436070.0,811247030655.0,66662844395.0,24786971332567.0,16889287027947.0,6089054634450.0,15522180566553.0,19277313124307.0,16854210320480.0,0.0,100108467605.0,657000000000.0,811247030655.0,0.0,0.0,5416113340000.0,8140241446768.0,544895468268.0,7320070386166.0,6089054634450.0,16099638705255.0,789648322692.0,0.0,0.0,0.0,0.0,0.0
VJC,2020,45196830231761,2926425627363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198244065926,0.0,149417024400.0,0.0,850496391339,0.0,0.0,0.0,0.0,45196830231761,30218431246643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14978398985118,0.0,0.0,11589250587139,5416113340000,VJC,0.0,0.0,0.0,0.0,655829944.0,25382768751524.0,604000000000.0,20896413814943.0,712093262127.0,243836047091.0,19814061480237.0,12969528319817.0,4991551307222.0,19833798568095.0,10384632678548.0,14978398985118.0,0.0,163063451513.0,0.0,712093262127.0,0.0,0.0,5416113340000.0,1347040509856.0,772902367939.0,10094815636734.0,4991551307222.0,12470368675817.0,499159644000.0,0.0,0.0,0.0,0.0,0.0
VNM,2024,55049061537061,2225943732075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373189677193,0.0,94548675081.0,0.0,12550564799221,0.0,0.0,53617793172.0,0.0,55049061537061,18874658707398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36174402829663,0.0,0.0,3471224745772,20899554450000,VNM,0.0,0.0,0.0,499080803215.0,3895583288658.0,37553650065098.0,23260088671767.0,6233758612009.0,5686840161996.0,147018887251.0,17495411471963.0,17592137763.0,1960671058977.0,18459546837640.0,415111869758.0,36174402829663.0,0.0,566479222775.0,0.0,5723932310689.0,0.0,7079114621362.0,20899554450000.0,157903902450.0,191336029327.0,9115435107250.0,792476015491.0,17193985694.0,0.0,0.0,0.0,1076022097381.0,0.0,0.0
VNM,2023,52673371104460,2912027359925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831227597345,0.0,101975059081.0,0.0,12689652377511,0.0,0.0,55594154394.0,0.0,52673371104460,17647627338990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35025743765470,0.0,0.0,3926232003987,20899554450000,VNM,0.0,0.0,0.0,499080803215.0,3328929059319.0,35935879621477.0,20137243800460.0,6529705184034.0,6128081805088.0,228821471970.0,16737491482983.0,16131990975.0,2207961712860.0,17138689974862.0,508937364128.0,35025743765470.0,0.0,655619313409.0,0.0,6165935294543.0,0.0,6163736586996.0,20899554450000.0,238476074100.0,164712782108.0,8217757172267.0,871585543337.0,16131990975.0,0.0,0.0,0.0,1321927659937.0,0.0,0.0
VNM,2022,48482664236220,2299943527624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742670306431,0.0,101950219081.0,0.0,11903207642940,0.0,0.0,57593807783.0,0.0,48482664236220,15666145881135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32816518355085,0.0,0.0,3353468092666,20899554450000,VNM,0.0,0.0,0.0,202658418215.0,2967467051304.0,31560382174201.0,17414055328683.0,6100402870854.0,5537563396117.0,208417050923.0,16922282062019.0,38422722715.0,2375257641764.0,15308423081524.0,357722799611.0,32816518355085.0,0.0,589439884812.0,0.0,5560169453504.0,0.0,5266761584973.0,20899554450000.0,66028725000.0,161708567120.0,4867129839103.0,772804663141.0,38422722715.0,0.0,0.0,0.0,1567467775162.0,0.0,0.0
VNM,2021,53332403438219,2348551874348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743862023831,0.0,101921059081.0,0.0,12706598557849,0.0,0.0,60049893676.0,0.0,53332403438219,17482289188835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35850114249384,0.0,0.0,7594260378375,20899554450000,VNM,0.0,0.0,0.0,202658418215.0,2766835388433.0,36109910649785.0,21025735779475.0,5822028742791.0,6773071634017.0,140522619154.0,17222492788434.0,16695104495.0,2565263512673.0,17068416995519.0,413872193316.0,35850114249384.0,0.0,655822646219.0,0.0,6820486391670.0,0.0,4352441335060.0,20899554450000.0,75636000000.0,66036392886.0,9382354118118.0,725108101375.0,16695104495.0,0.0,0.0,0.0,1813007890387.0,0.0,0.0
VNM,2020,48432480673629,2111242815581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973440912476,0.0,101924299081.0,0.0,13853807867036,0.0,0.0,59996974041.0,0.0,48432480673629,14785358443807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33647122229822,0.0,0.0,6909725668453,20899554450000,VNM,0.0,0.0,0.0,202658418215.0,2349939498572.0,29665725805058.0,17313679774893.0,5187253172150.0,4905068613616.0,148481428818.0,18766754868571.0,19974111715.0,2796901483346.0,14212646285475.0,572712158332.0,33647122229822.0,0.0,546236562342.0,150000000.0,4952848688011.0,0.0,3286241911090.0,20899554450000.0,167421748884.0,111159982412.0,7316497078307.0,713499307014.0,19974111715.0,0.0,0.0,0.0,2058548005612.0,0.0,0.0
VPB,2024,923847637000000,2148289000000,14327215000000.0,134643662000000.0,13110971000000.0,13180721000000.0,-69750000000.0,0.0,676545598000000.0,692875738000000.0,-16330140000000.0,52783054000000.0,51857428000000.0,992927000000.0,-67301000000.0,189210000000,0.0,189210000000.0,0.0,2023899000000,1437082000000.0,586817000000.0,0.0,27275914000000.0,923847637000000,776572375000000,5713000000.0,201756421000000.0,485666548000000.0,28057000000.0,10894000000.0,66975704000000.0,22129038000000.0,147275262000000,103331782000000.0,14565614000000.0,24007579000000,79339236000000,VPB,0.0,0.0,0.0,0.0,5370287000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2023,817566922000000,2284990000000,8422511000000.0,94093778000000.0,12325809000000.0,12406274000000.0,-80465000000.0,0.0,551472066000000.0,566271290000000.0,-14799224000000.0,94587476000000.0,88050457000000.0,6755260000000.0,-218241000000.0,189210000000,0.0,189210000000.0,0.0,1923801000000,1298099000000.0,625702000000.0,0.0,51445520000000.0,817566922000000,677771395000000,4118311000000.0,156356651000000.0,442368381000000.0,392000000.0,22045000000.0,47787312000000.0,27118303000000.0,139795527000000,103331782000000.0,12233282000000.0,19065969000000,79339236000000,VPB,0.0,0.0,0.0,0.0,5164494000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2022,631012886000000,2658493000000,9935379000000.0,47965493000000.0,7793447000000.0,7850639000000.0,-57192000000.0,0.0,424662382000000.0,438338047000000.0,-13675665000000.0,83075897000000.0,82718218000000.0,610279000000.0,-252600000000.0,189210000000,0.0,189210000000.0,0.0,1858126000000,1219108000000.0,639018000000.0,0.0,51981273000000.0,631012886000000,527510966000000,1929233000000.0,140249116000000.0,303151417000000.0,15369000000.0,47050000000.0,63699974000000.0,18418807000000.0,103501920000000,66550770000000.0,13535084000000.0,16751804000000,67434236000000,VPB,0.0,0.0,0.0,0.0,6664262000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2021,547409439000000,2345733000000,10860730000000.0,57104628000000.0,6970941000000.0,7005061000000.0,-34120000000.0,103299000000.0,345390282000000.0,355281219000000.0,-9890937000000.0,75798431000000.0,75313521000000.0,722934000000.0,-238024000000.0,249710000000,0.0,249731000000.0,-21000000.0,1872973000000,1216957000000.0,656016000000.0,0.0,45754022000000.0,547409439000000,461131292000000,8454375000000.0,114619106000000.0,241837028000000.0,0.0,103930000000.0,81295633000000.0,14821220000000.0,86278147000000,43373620000000.0,12558832000000.0,22439214000000,45056930000000,VPB,0.0,0.0,0.0,0.0,7906481000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPB,2020,419026527000000,3282556000000,5779610000000.0,19554808000000.0,493214000000.0,493214000000.0,0.0,0.0,286319402000000.0,290816086000000.0,-4496684000000.0,76485435000000.0,75959904000000.0,854344000000.0,-328813000000.0,238581000000,0.0,238602000000.0,-21000000.0,1862830000000,1212163000000.0,650667000000.0,0.0,24751811000000.0,419026527000000,366233025000000,14220000000.0,56511282000000.0,233427953000000.0,139825000000.0,187156000000.0,62845488000000.0,13107101000000.0,52793502000000,23466370000000.0,11911768000000.0,17415364000000,25299680000000,VPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VRE,2024,55226155000000,2884680000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,221394000000,0.0,0.0,27084397000000.0,0.0,55226155000000,13303514000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41922641000000,0.0,0.0,20594507000000,23288184000000,VRE,0.0,0.0,0.0,0.0,362000000.0,12312424000000.0,125918000000.0,2016405000000.0,295010000000.0,6990411000000.0,42913731000000.0,19258000000.0,14787058000000.0,5920740000000.0,7382774000000.0,41922641000000.0,0.0,94909000000.0,0.0,295010000000.0,6853998000000.0,0.0,23288184000000.0,2523103000000.0,184770000000.0,2009752000000.0,433005000000.0,19258000000.0,0.0,0.0,0.0,49329000000.0,0.0,0.0
VRE,2023,47653731000000,4101549000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,413363000000,0.0,0.0,25179848000000.0,0.0,47653731000000,9826878000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37826853000000,0.0,0.0,16475788000000,23288184000000,VRE,0.0,0.0,0.0,0.0,23293000000.0,10036448000000.0,1070978000000.0,1612789000000.0,639957000000.0,2611175000000.0,37617283000000.0,12169000000.0,10983584000000.0,6244864000000.0,3582014000000.0,37826853000000.0,0.0,77967000000.0,0.0,639957000000.0,2515420000000.0,0.0,23288184000000.0,2143780000000.0,314342000000.0,1791800000000.0,452965000000.0,12169000000.0,0.0,0.0,0.0,118613000000.0,0.0,0.0
VRE,2022,42701088000000,7019648000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,418007000000,0.0,0.0,26514396000000.0,0.0,42701088000000,9276398000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33424690000000,0.0,0.0,12064570000000,23288184000000,VRE,0.0,0.0,0.0,0.0,32348000000.0,10534650000000.0,97426000000.0,1404486000000.0,1178127000000.0,834963000000.0,32166438000000.0,8222000000.0,4526317000000.0,5819458000000.0,3456940000000.0,33424690000000.0,0.0,99471000000.0,0.0,1178127000000.0,657420000000.0,0.0,23288184000000.0,2121300000000.0,1215154000000.0,1065371000000.0,477603000000.0,8222000000.0,0.0,0.0,0.0,189027000000.0,0.0,0.0
